Time,Lat,Long,SS-RSRP,PCI
44:11.2,37.380418,-120.809481,-87.8,512
44:11.7,37.380417,-120.809468,-87.8,512
44:11.7,37.380417,-120.809468,-86.7,512
44:12.2,37.380417,-120.809468,-85.8,512
44:12.7,37.380419,-120.809457,-85.8,512
44:12.7,37.380419,-120.809457,-88.7,512
44:13.2,37.380419,-120.809457,-82.3,512
44:13.7,37.380421,-120.809444,-82.3,512
44:13.7,37.380421,-120.809444,-79.2,512
44:14.2,37.380421,-120.809444,-83.9,512
44:14.7,37.380422,-120.809428,-83.9,512
44:14.7,37.380422,-120.809428,-85.2,512
44:15.2,37.380422,-120.809428,-83.4,512
44:15.7,37.380419,-120.809411,-83.4,512
44:15.7,37.380419,-120.809411,-86.6,512
44:16.2,37.380419,-120.809411,-81,512
44:16.7,37.380415,-120.809396,-81,512
44:16.7,37.380415,-120.809396,-86.5,512
44:17.2,37.380415,-120.809396,-81.5,512
44:17.7,37.380413,-120.809381,-81.5,512
44:17.7,37.380413,-120.809381,-83.4,512
44:18.2,37.380413,-120.809381,-84.6,512
44:18.7,37.380407,-120.809369,-84.6,512
44:18.7,37.380407,-120.809369,-80.1,512
44:19.2,37.380407,-120.809369,-84.5,512
44:19.7,37.380401,-120.809355,-84.5,512
44:19.8,37.380401,-120.809355,-83.1,512
44:20.3,37.380401,-120.809355,-86.9,512
44:20.7,37.380397,-120.809341,-86.9,512
44:20.8,37.380397,-120.809341,-82.5,512
44:21.3,37.380397,-120.809341,-83.9,512
44:21.7,37.380391,-120.809326,-83.9,512
44:21.8,37.380391,-120.809326,-85.3,512
44:22.3,37.380391,-120.809326,-80.8,512
44:22.7,37.380387,-120.809311,-80.8,512
44:22.8,37.380387,-120.809311,-84.1,512
44:23.3,37.380387,-120.809311,-88,512
44:23.7,37.380384,-120.809299,-88,512
44:23.8,37.380384,-120.809299,-84.6,512
44:24.3,37.380384,-120.809299,-82.2,512
44:24.7,37.380386,-120.809286,-82.2,512
44:24.8,37.380386,-120.809286,-84.2,512
44:25.3,37.380386,-120.809286,-78.5,512
44:25.7,37.380388,-120.809272,-78.5,512
44:25.8,37.380388,-120.809272,-81.9,512
44:26.3,37.380388,-120.809272,-80.8,512
44:26.7,37.380393,-120.80926,-80.8,512
44:26.8,37.380393,-120.80926,-84,512
44:27.3,37.380393,-120.80926,-82.5,512
44:27.7,37.380404,-120.809251,-82.5,512
44:27.8,37.380404,-120.809251,-83.1,512
44:28.3,37.380404,-120.809251,-83,512
44:28.7,37.380417,-120.809247,-83,512
44:28.8,37.380417,-120.809247,-81.8,512
44:29.3,37.380417,-120.809247,-83.6,512
44:29.7,37.380431,-120.809249,-83.6,512
44:29.8,37.380431,-120.809249,-81,512
44:30.3,37.380431,-120.809249,-82.4,512
44:30.7,37.380439,-120.809246,-82.4,512
44:30.8,37.380439,-120.809246,-80.9,512
44:31.3,37.380439,-120.809246,-82.4,512
44:31.7,37.380446,-120.809247,-82.4,512
44:31.8,37.380446,-120.809247,-80.8,512
44:32.3,37.380446,-120.809247,-79.4,512
44:32.7,37.380454,-120.809249,-79.4,512
44:32.8,37.380454,-120.809249,-82.9,512
44:33.3,37.380454,-120.809249,-81.7,512
44:33.7,37.380465,-120.809252,-81.7,512
44:33.8,37.380465,-120.809252,-84.3,512
44:34.3,37.380465,-120.809252,-84.1,512
44:34.7,37.380475,-120.809255,-84.1,512
44:34.8,37.380475,-120.809255,-83.7,512
44:35.3,37.380475,-120.809255,-83.3,512
44:35.7,37.380485,-120.809258,-83.3,512
44:35.8,37.380485,-120.809258,-85,512
44:36.3,37.380485,-120.809258,-85.3,512
44:36.7,37.380495,-120.809263,-85.3,512
44:36.9,37.380495,-120.809263,-85.8,512
44:37.4,37.380495,-120.809263,-83.9,512
44:37.7,37.380506,-120.809266,-83.9,512
44:37.9,37.380506,-120.809266,-82.9,512
44:38.4,37.380506,-120.809266,-84,512
44:38.7,37.380519,-120.809267,-84,512
44:38.9,37.380519,-120.809267,-83.5,512
44:39.4,37.380519,-120.809267,-81.4,512
44:39.7,37.380532,-120.809266,-81.4,512
44:39.9,37.380532,-120.809266,-84.2,512
44:40.4,37.380532,-120.809266,-82.4,512
44:40.7,37.380543,-120.809264,-82.4,512
44:40.9,37.380543,-120.809264,-83,512
44:41.4,37.380543,-120.809264,-80,512
44:41.7,37.380553,-120.809259,-80,512
44:41.9,37.380553,-120.809259,-80.3,512
44:42.4,37.380553,-120.809259,-79.8,512
44:42.7,37.380564,-120.809252,-79.8,512
44:42.9,37.380564,-120.809252,-80,512
44:43.4,37.380564,-120.809252,-82.8,512
44:43.7,37.380574,-120.809244,-82.8,512
44:43.9,37.380574,-120.809244,-81.5,512
44:44.4,37.380574,-120.809244,-81.3,512
44:44.7,37.38058,-120.809234,-81.3,512
44:44.9,37.38058,-120.809234,-84.4,512
44:45.4,37.38058,-120.809234,-83.2,512
44:45.7,37.38058,-120.809221,-83.2,512
44:45.9,37.38058,-120.809221,-80.7,512
44:46.4,37.38058,-120.809221,-81.2,512
44:46.7,37.380582,-120.809207,-81.2,512
44:46.9,37.380582,-120.809207,-80.9,512
44:47.4,37.380582,-120.809207,-78.3,512
44:47.7,37.380584,-120.809192,-78.3,512
44:47.9,37.380584,-120.809192,-81,512
44:48.5,37.380584,-120.809192,-78.8,512
44:48.7,37.380584,-120.809177,-78.8,512
44:49.0,37.380584,-120.809177,-79.3,512
44:49.5,37.380584,-120.809177,-82.3,512
44:49.7,37.380587,-120.809161,-82.3,512
44:50.0,37.380587,-120.809161,-83,512
44:50.5,37.380587,-120.809161,-81.1,512
44:50.7,37.380589,-120.809147,-81.1,512
44:51.0,37.380589,-120.809147,-82.5,512
44:51.5,37.380589,-120.809147,-83.2,512
44:51.7,37.380594,-120.809132,-83.2,512
44:52.0,37.380594,-120.809132,-86,512
44:52.5,37.380594,-120.809132,-84.6,512
44:52.7,37.380598,-120.809119,-84.6,512
44:53.0,37.380598,-120.809119,-84.7,512
44:53.5,37.380598,-120.809119,-85.4,512
44:53.7,37.380598,-120.809107,-85.4,512
44:54.0,37.380598,-120.809107,-83.3,512
44:54.5,37.380598,-120.809107,-86,512
44:54.7,37.3806,-120.809096,-86,512
44:55.0,37.3806,-120.809096,-85.2,512
44:55.5,37.3806,-120.809096,-85.3,512
44:55.7,37.380603,-120.809084,-85.3,512
44:56.0,37.380603,-120.809084,-87.9,512
44:56.6,37.380603,-120.809084,-88.7,512
44:56.7,37.380603,-120.809074,-88.7,512
44:57.1,37.380603,-120.809074,-88.6,512
44:57.6,37.380603,-120.809074,-86.1,512
44:57.7,37.380603,-120.809062,-86.1,512
44:58.1,37.380603,-120.809062,-86.7,512
44:58.6,37.380603,-120.809062,-87.2,512
44:58.7,37.380605,-120.809051,-87.2,512
44:59.1,37.380605,-120.809051,-88.2,512
44:59.6,37.380605,-120.809051,-85.7,512
44:59.7,37.380606,-120.809041,-85.7,512
45:00.1,37.380606,-120.809041,-85.5,512
45:00.6,37.380606,-120.809041,-87.4,512
45:00.7,37.380609,-120.809029,-87.4,512
45:01.1,37.380609,-120.809029,-86.4,512
45:01.6,37.380609,-120.809029,-87.1,512
45:01.7,37.380609,-120.809017,-87.1,512
45:02.1,37.380609,-120.809017,-88.7,512
45:02.6,37.380609,-120.809017,-87.6,512
45:02.7,37.380614,-120.809007,-87.6,512
45:03.1,37.380614,-120.809007,-89,512
45:03.6,37.380614,-120.809007,-84.5,512
45:03.7,37.380621,-120.809005,-84.5,512
45:04.1,37.380621,-120.809005,-85.1,512
45:04.6,37.380621,-120.809005,-85.2,512
45:04.7,37.380627,-120.809007,-85.2,512
45:05.1,37.380627,-120.809007,-85,512
45:05.6,37.380627,-120.809007,-86,512
45:05.7,37.380637,-120.809008,-86,512
45:06.1,37.380637,-120.809008,-83.6,512
45:06.6,37.380637,-120.809008,-85,512
45:06.7,37.380647,-120.809012,-85,512
45:07.1,37.380647,-120.809012,-83.1,512
45:07.6,37.380647,-120.809012,-82.9,512
45:07.7,37.380657,-120.809015,-82.9,512
45:08.1,37.380657,-120.809015,-84.7,512
45:08.6,37.380657,-120.809015,-83.1,512
45:08.7,37.380665,-120.809019,-83.1,512
45:09.1,37.380665,-120.809019,-85.2,512
45:09.6,37.380665,-120.809019,-85.5,512
45:09.7,37.380671,-120.809019,-85.5,512
45:10.1,37.380671,-120.809019,-85.4,512
45:10.6,37.380671,-120.809019,-84.9,512
45:10.7,37.380678,-120.80902,-84.9,512
45:11.1,37.380678,-120.80902,-86.1,512
45:11.6,37.380678,-120.80902,-85.9,512
45:11.7,37.380687,-120.809025,-85.9,512
45:12.1,37.380687,-120.809025,-86.5,512
45:12.6,37.380687,-120.809025,-83.5,512
45:12.7,37.380697,-120.809031,-83.5,512
45:13.1,37.380697,-120.809031,-84.7,512
45:13.6,37.380697,-120.809031,-85.8,512
45:13.7,37.380706,-120.809034,-85.8,512
45:14.1,37.380706,-120.809034,-86.9,512
45:14.6,37.380706,-120.809034,-83.4,512
45:14.7,37.380716,-120.809036,-83.4,512
45:15.1,37.380716,-120.809036,-87.2,512
45:15.6,37.380716,-120.809036,-86.2,512
45:15.7,37.380727,-120.809039,-86.2,512
45:16.1,37.380727,-120.809039,-87,512
45:16.6,37.380727,-120.809039,-82.8,512
45:16.7,37.380737,-120.80904,-82.8,512
45:17.1,37.380737,-120.80904,-84.8,512
45:17.6,37.380737,-120.80904,-84.5,512
45:17.7,37.380748,-120.809042,-84.5,512
45:18.1,37.380748,-120.809042,-85.1,512
45:18.6,37.380748,-120.809042,-84.6,512
45:18.7,37.380759,-120.809039,-84.6,512
45:19.1,37.380759,-120.809039,-83.7,512
45:19.6,37.380759,-120.809039,-84.2,512
45:19.7,37.380771,-120.809036,-84.2,512
45:20.1,37.380771,-120.809036,-86.8,512
45:20.6,37.380771,-120.809036,-89.3,512
45:20.7,37.380781,-120.809029,-89.3,512
45:21.1,37.380781,-120.809029,-86.2,512
45:21.6,37.380781,-120.809029,-87.6,512
45:21.7,37.38079,-120.809027,-87.6,512
45:22.1,37.38079,-120.809027,-86.1,512
45:22.6,37.38079,-120.809027,-86.9,512
45:22.7,37.3808,-120.809027,-86.9,512
45:23.1,37.3808,-120.809027,-86.1,512
45:23.7,37.380811,-120.809028,-86.1,512
45:24.1,37.380811,-120.809028,-87.6,512
45:24.6,37.380811,-120.809028,-86.2,512
45:24.7,37.380823,-120.809033,-86.2,512
45:25.1,37.380823,-120.809033,-86.3,512
45:25.6,37.380823,-120.809033,-87.9,512
45:25.7,37.380832,-120.809038,-87.9,512
45:26.1,37.380832,-120.809038,-87,512
45:26.6,37.380832,-120.809038,-84.7,512
45:26.7,37.380843,-120.80904,-84.7,512
45:27.1,37.380843,-120.80904,-85.8,512
45:27.7,37.380843,-120.80904,-87.5,512
45:27.7,37.380853,-120.809043,-87.5,512
45:28.2,37.380853,-120.809043,-86.4,512
45:28.7,37.380853,-120.809043,-83.8,512
45:28.7,37.380863,-120.809045,-83.8,512
45:29.2,37.380863,-120.809045,-86.6,512
45:29.7,37.380871,-120.809044,-86.6,512
45:29.7,37.380871,-120.809044,-84.9,512
45:30.2,37.380871,-120.809044,-89.5,512
45:30.7,37.38088,-120.809045,-89.5,512
45:30.7,37.38088,-120.809045,-87.4,512
45:31.2,37.38088,-120.809045,-88.3,512
45:31.7,37.380888,-120.809044,-88.3,512
45:31.7,37.380888,-120.809044,-87.7,512
45:32.2,37.380888,-120.809044,-85.1,512
45:32.7,37.380896,-120.809046,-85.1,512
45:33.2,37.380896,-120.809046,-88.1,512
45:33.7,37.380906,-120.809047,-88.1,512
45:33.7,37.380906,-120.809047,-85.5,512
45:34.2,37.380906,-120.809047,-84.7,512
45:34.7,37.380915,-120.809047,-84.7,512
45:34.7,37.380915,-120.809047,-87,512
45:35.2,37.380915,-120.809047,-87.3,512
45:35.7,37.380922,-120.809045,-87.3,512
45:35.8,37.380922,-120.809045,-84.2,512
45:36.3,37.380922,-120.809045,-83.1,512
45:36.7,37.380929,-120.809045,-83.1,512
45:36.8,37.380929,-120.809045,-87,512
45:37.3,37.380929,-120.809045,-86.5,512
45:37.7,37.380937,-120.809045,-86.5,512
45:37.8,37.380937,-120.809045,-83.9,512
45:38.3,37.380937,-120.809045,-86.7,512
45:38.7,37.380946,-120.809044,-86.7,512
45:38.8,37.380946,-120.809044,-84.1,512
45:39.3,37.380946,-120.809044,-85.8,512
45:39.7,37.380955,-120.809039,-85.8,512
45:39.8,37.380955,-120.809039,-85,512
45:40.3,37.380955,-120.809039,-81.8,512
45:40.7,37.380963,-120.809035,-81.8,512
45:40.8,37.380963,-120.809035,-85.2,512
45:41.3,37.380963,-120.809035,-83.9,512
45:41.7,37.380972,-120.80903,-83.9,512
45:41.8,37.380972,-120.80903,-85.5,512
45:42.3,37.380972,-120.80903,-88.9,512
45:42.7,37.380982,-120.809024,-88.9,512
45:42.8,37.380982,-120.809024,-86.6,512
45:43.3,37.380982,-120.809024,-84.1,512
45:43.7,37.380992,-120.80902,-84.1,512
45:43.8,37.380992,-120.80902,-85.9,512
45:44.3,37.380992,-120.80902,-87.4,512
45:44.7,37.381,-120.809017,-87.4,512
45:44.8,37.381,-120.809017,-87.1,512
45:45.3,37.381,-120.809017,-86.9,512
45:45.7,37.381009,-120.809014,-86.9,512
45:45.8,37.381009,-120.809014,-87.8,512
45:46.3,37.381009,-120.809014,-88.1,512
45:46.7,37.381019,-120.809014,-88.1,512
45:46.8,37.381019,-120.809014,-89,512
45:47.3,37.381019,-120.809014,-86.9,512
45:47.7,37.381031,-120.809013,-86.9,512
45:47.8,37.381031,-120.809013,-87.9,512
45:48.3,37.381031,-120.809013,-87.2,512
45:48.7,37.381042,-120.809011,-87.2,512
45:48.8,37.381042,-120.809011,-88.9,512
45:49.3,37.381042,-120.809011,-88.4,512
45:49.7,37.381053,-120.809007,-88.4,512
45:49.8,37.381053,-120.809007,-87.7,512
45:50.3,37.381053,-120.809007,-86.1,512
45:50.7,37.381065,-120.809003,-86.1,512
45:50.8,37.381065,-120.809003,-86.7,512
45:51.3,37.381065,-120.809003,-88.4,512
45:51.7,37.381076,-120.809,-88.4,512
45:51.8,37.381076,-120.809,-86.1,512
45:52.3,37.381076,-120.809,-84.8,512
45:52.7,37.381086,-120.808997,-84.8,512
45:52.8,37.381086,-120.808997,-88.1,512
45:53.3,37.381086,-120.808997,-85.4,512
45:53.7,37.381097,-120.808997,-85.4,512
45:53.8,37.381097,-120.808997,-86.7,512
45:54.3,37.381097,-120.808997,-87.3,512
45:54.7,37.381109,-120.808996,-87.3,512
45:54.8,37.381109,-120.808996,-86.1,512
45:55.3,37.381109,-120.808996,-86.4,512
45:55.7,37.38112,-120.808996,-86.4,512
45:55.8,37.38112,-120.808996,-86.8,512
45:56.3,37.38112,-120.808996,-85.4,512
45:56.7,37.381131,-120.808993,-85.4,512
45:56.8,37.381131,-120.808993,-86.2,512
45:57.3,37.381131,-120.808993,-86.8,512
45:57.7,37.381143,-120.808991,-86.8,512
45:57.8,37.381143,-120.808991,-87.5,512
45:58.3,37.381143,-120.808991,-87.2,512
45:58.7,37.381153,-120.80899,-87.2,512
45:58.8,37.381153,-120.80899,-89.4,512
45:59.3,37.381153,-120.80899,-88.4,512
45:59.7,37.381162,-120.808987,-88.4,512
45:59.8,37.381162,-120.808987,-85.8,512
46:00.3,37.381162,-120.808987,-88,512
46:00.7,37.381171,-120.808985,-88,512
46:00.8,37.381171,-120.808985,-84.6,512
46:01.3,37.381171,-120.808985,-89.6,512
46:01.7,37.38118,-120.808981,-89.6,512
46:01.8,37.38118,-120.808981,-87.1,512
46:02.3,37.38118,-120.808981,-89.9,512
46:02.7,37.381186,-120.808976,-89.9,512
46:02.8,37.381186,-120.808976,-88.1,512
46:03.3,37.381186,-120.808976,-93,512
46:03.7,37.381191,-120.808972,-93,512
46:03.9,37.381191,-120.808972,-93.4,512
46:04.4,37.381191,-120.808972,-94.5,512
46:04.7,37.381197,-120.808969,-94.5,512
46:04.9,37.381197,-120.808969,-94.7,512
46:05.4,37.381197,-120.808969,-96.9,512
46:05.7,37.381198,-120.808955,-96.9,512
46:05.9,37.381198,-120.808955,-98.3,512
46:06.4,37.381198,-120.808955,-97.3,512
46:06.7,37.381199,-120.808946,-97.3,512
46:06.9,37.381199,-120.808946,-97.2,512
46:07.4,37.381199,-120.808946,-93.3,512
46:07.7,37.381201,-120.808939,-93.3,512
46:07.9,37.381201,-120.808939,-89.6,512
46:08.4,37.381201,-120.808939,-92.6,512
46:08.7,37.381201,-120.80893,-92.6,512
46:08.9,37.381201,-120.80893,-93.3,512
46:09.4,37.381201,-120.80893,-97.2,512
46:09.7,37.381196,-120.80892,-97.2,512
46:09.9,37.381196,-120.80892,-95.9,512
46:10.4,37.381196,-120.80892,-95.5,512
46:10.7,37.381189,-120.808912,-95.5,512
46:10.9,37.381189,-120.808912,-91.8,512
46:11.4,37.381189,-120.808912,-95.9,512
46:11.7,37.381178,-120.808905,-95.9,512
46:11.9,37.381178,-120.808905,-95,512
46:12.5,37.381178,-120.808905,-91.8,512
46:12.7,37.381168,-120.808902,-91.8,512
46:13.0,37.381168,-120.808902,-96.1,512
46:13.5,37.381168,-120.808902,-92.9,512
46:13.7,37.381158,-120.808898,-92.9,512
46:14.0,37.381158,-120.808898,-92.8,512
46:14.5,37.381158,-120.808898,-94.7,512
46:14.7,37.381152,-120.808896,-94.7,512
46:15.0,37.381152,-120.808896,-92.7,512
46:15.5,37.381152,-120.808896,-91.5,512
46:15.7,37.381152,-120.808894,-91.5,512
46:16.0,37.381152,-120.808894,-93,512
46:16.5,37.381152,-120.808894,-93.5,512
46:16.7,37.381152,-120.808891,-93.5,512
46:17.0,37.381152,-120.808891,-97.7,512
46:17.5,37.381152,-120.808891,-95.1,512
46:17.7,37.38115,-120.808894,-95.1,512
46:18.0,37.38115,-120.808894,-96.7,512
46:18.5,37.38115,-120.808894,-94.3,512
46:18.7,37.381148,-120.808897,-94.3,512
46:19.0,37.381148,-120.808897,-91.6,512
46:19.5,37.381148,-120.808897,-91,512
46:19.7,37.381145,-120.8089,-91,512
46:20.0,37.381145,-120.8089,-91.3,512
46:20.5,37.381145,-120.8089,-92.1,512
46:20.7,37.381143,-120.808901,-92.1,512
46:21.0,37.381143,-120.808901,-95,512
46:21.5,37.381143,-120.808901,-94.2,512
46:22.0,37.381143,-120.808901,-92.5,512
46:22.5,37.381143,-120.808901,-93.1,512
46:22.7,37.381142,-120.808902,-93.1,512
46:23.0,37.381142,-120.808902,-91.3,512
46:23.5,37.381142,-120.808902,-93.5,512
46:24.5,37.381142,-120.808902,-93.3,512
46:24.7,37.381141,-120.808902,-93.3,512
46:25.0,37.381141,-120.808902,-93.6,512
46:25.5,37.381141,-120.808902,-97.8,512
46:26.0,37.381141,-120.808902,-100.8,512
46:26.6,37.381141,-120.808902,-98.3,512
46:26.7,37.38114,-120.808903,-98.3,512
46:27.1,37.38114,-120.808903,-96.3,512
46:27.6,37.38114,-120.808903,-97,512
46:27.7,37.381132,-120.808904,-97,512
46:28.1,37.381132,-120.808904,-98.6,512
46:28.6,37.381132,-120.808904,-96.9,512
46:28.7,37.381133,-120.808904,-96.9,512
46:29.1,37.381133,-120.808904,-93.4,512
46:29.6,37.381133,-120.808904,-93.5,512
46:30.1,37.381133,-120.808904,-95.7,512
46:30.6,37.381133,-120.808904,-96.5,512
46:30.7,37.381132,-120.808905,-96.5,512
46:31.1,37.381132,-120.808905,-97.7,512
46:31.6,37.381132,-120.808905,-97.4,512
46:32.1,37.381132,-120.808905,-94.4,512
46:32.6,37.381132,-120.808905,-92.8,512
46:33.1,37.381132,-120.808905,-93.3,512
46:33.6,37.381132,-120.808905,-93.9,512
46:34.1,37.381132,-120.808905,-95,512
46:34.6,37.381132,-120.808905,-94,512
46:35.1,37.381132,-120.808905,-91.4,512
46:35.7,37.381132,-120.808905,-92.2,512
46:36.2,37.381132,-120.808905,-94,512
46:36.7,37.381132,-120.808905,-91.9,512
46:37.2,37.381132,-120.808905,-92.8,512
46:37.7,37.381132,-120.808905,-92.9,512
46:38.2,37.381132,-120.808905,-93.1,512
46:38.7,37.381132,-120.808906,-93.1,512
46:38.7,37.381132,-120.808906,-92.5,512
46:39.2,37.381132,-120.808906,-91.8,512
46:39.7,37.381132,-120.808906,-90.9,512
46:40.2,37.381132,-120.808906,-91,512
46:40.7,37.381131,-120.808906,-91,512
46:40.7,37.381131,-120.808906,-89.8,512
46:41.2,37.381131,-120.808906,-90.7,512
46:41.7,37.381131,-120.808906,-96.2,512
46:42.2,37.381131,-120.808906,-98.1,512
46:42.7,37.381129,-120.80891,-98.1,512
46:42.7,37.381129,-120.80891,-96.4,512
46:43.3,37.381129,-120.80891,-99.1,512
46:43.7,37.381129,-120.808912,-99.1,512
46:43.8,37.381129,-120.808912,-99.4,512
46:44.3,37.381129,-120.808912,-100.9,512
46:44.8,37.381129,-120.808912,-98.5,512
46:45.3,37.381129,-120.808912,-98.3,512
46:45.7,37.381128,-120.808913,-98.3,512
46:45.8,37.381128,-120.808913,-97.8,512
46:46.3,37.381128,-120.808913,-96.3,512
46:46.8,37.381128,-120.808913,-94.9,512
46:47.3,37.381128,-120.808913,-101.8,512
46:47.7,37.381125,-120.808912,-101.8,512
46:47.8,37.381125,-120.808912,-98.6,512
46:48.3,37.381125,-120.808912,-102,512
46:48.7,37.38112,-120.808913,-102,512
46:48.8,37.38112,-120.808913,-102.6,512
46:49.3,37.38112,-120.808913,-101.6,512
46:49.7,37.381119,-120.808914,-101.6,512
46:49.8,37.381119,-120.808914,-99.8,512
46:50.3,37.381119,-120.808914,-95.6,512
46:50.7,37.381114,-120.808918,-95.6,512
46:50.8,37.381114,-120.808918,-95.2,512
46:51.3,37.381114,-120.808918,-94.4,512
46:51.7,37.381113,-120.80892,-94.4,512
46:51.8,37.381113,-120.80892,-94,512
46:52.3,37.381113,-120.80892,-92.7,512
46:52.7,37.381113,-120.808921,-92.7,512
46:52.8,37.381113,-120.808921,-93.7,512
46:53.3,37.381113,-120.808921,-94.7,512
46:53.7,37.381112,-120.808921,-94.7,512
46:53.8,37.381112,-120.808921,-95.1,512
46:54.3,37.381112,-120.808921,-96,512
46:54.7,37.381112,-120.808922,-96,512
46:54.8,37.381112,-120.808922,-95.3,512
46:55.3,37.381112,-120.808922,-93.7,512
46:55.8,37.381112,-120.808922,-92.4,512
46:56.3,37.381112,-120.808922,-90.8,512
46:56.8,37.381112,-120.808922,-99.1,512
46:57.3,37.381112,-120.808922,-98.8,512
46:57.7,37.381109,-120.808922,-98.8,512
46:57.8,37.381109,-120.808922,-98.6,512
46:58.3,37.381109,-120.808922,-98.2,512
46:58.7,37.381108,-120.808922,-98.2,512
46:58.8,37.381108,-120.808922,-97.9,512
46:59.3,37.381108,-120.808922,-98.1,512
46:59.8,37.381108,-120.808922,-98.7,512
47:00.3,37.381108,-120.808922,-99,512
47:00.7,37.381107,-120.808922,-99,512
47:00.9,37.381107,-120.808922,-99.9,512
47:01.4,37.381107,-120.808922,-101.8,512
47:01.9,37.381107,-120.808922,-101.1,512
47:02.4,37.381107,-120.808922,-97.6,512
47:02.9,37.381107,-120.808922,-96.2,512
47:03.4,37.381107,-120.808922,-93.6,512
47:03.7,37.381101,-120.808921,-93.6,512
47:03.9,37.381101,-120.808921,-95,512
47:04.4,37.381101,-120.808921,-94.1,512
47:04.7,37.38109,-120.808921,-94.1,512
47:04.9,37.38109,-120.808921,-91.9,512
47:05.4,37.38109,-120.808921,-91.7,512
47:05.7,37.381069,-120.808922,-91.7,512
47:05.9,37.381069,-120.808922,-88.6,512
47:06.4,37.381069,-120.808922,-86.3,512
47:06.7,37.38105,-120.808927,-86.3,512
47:06.9,37.38105,-120.808927,-85.6,512
47:07.4,37.38105,-120.808927,-86.2,512
47:07.7,37.381032,-120.808939,-86.2,512
47:07.9,37.381032,-120.808939,-85.9,512
47:08.4,37.381032,-120.808939,-84.7,512
47:08.7,37.38101,-120.808936,-84.7,512
47:08.9,37.38101,-120.808936,-83.8,512
47:09.4,37.38101,-120.808936,-88.3,512
47:09.7,37.380998,-120.808926,-88.3,512
47:09.9,37.380998,-120.808926,-93.2,512
47:10.4,37.380998,-120.808926,-93.1,512
47:10.7,37.380985,-120.80894,-93.1,512
47:10.9,37.380985,-120.80894,-92.4,512
47:11.4,37.380985,-120.80894,-90.4,512
47:11.7,37.380984,-120.808939,-90.4,512
47:11.9,37.380984,-120.808939,-92.9,512
47:12.4,37.380984,-120.808939,-93,512
47:12.7,37.380986,-120.808935,-93,512
47:12.9,37.380986,-120.808935,-90.7,512
47:13.4,37.380986,-120.808935,-95.8,512
47:13.7,37.380986,-120.808933,-95.8,512
47:13.9,37.380986,-120.808933,-96.8,512
47:14.4,37.380986,-120.808933,-97.6,512
47:14.7,37.380985,-120.808928,-97.6,512
47:14.9,37.380985,-120.808928,-96.8,512
47:15.4,37.380985,-120.808928,-96.2,512
47:15.7,37.380996,-120.80892,-96.2,512
47:15.9,37.380996,-120.80892,-95.4,512
47:16.4,37.380996,-120.80892,-94.8,512
47:16.7,37.381011,-120.808917,-94.8,512
47:16.9,37.381011,-120.808917,-93.9,512
47:17.4,37.381011,-120.808917,-93.1,512
47:17.7,37.38103,-120.808915,-93.1,512
47:17.9,37.38103,-120.808915,-95.2,512
47:18.5,37.38103,-120.808915,-93.8,512
47:18.7,37.381046,-120.808935,-93.8,512
47:19.0,37.381046,-120.808935,-91.6,512
47:19.5,37.381046,-120.808935,-92.9,512
47:19.7,37.381055,-120.80895,-92.9,512
47:20.0,37.381055,-120.80895,-93.8,512
47:20.5,37.381055,-120.80895,-92.9,512
47:20.7,37.381067,-120.808965,-92.9,512
47:21.5,37.381067,-120.808965,-90.1,512
47:21.7,37.381084,-120.808973,-90.1,512
47:22.0,37.381084,-120.808973,-90.9,512
47:22.5,37.381084,-120.808973,-88.7,512
47:22.7,37.381105,-120.808978,-88.7,512
47:23.0,37.381105,-120.808978,-88.8,512
47:23.5,37.381105,-120.808978,-88.1,512
47:23.7,37.381126,-120.808982,-88.1,512
47:24.0,37.381126,-120.808982,-88.7,512
47:24.5,37.381126,-120.808982,-89.5,512
47:24.7,37.381145,-120.808983,-89.5,512
47:25.0,37.381145,-120.808983,-86.8,512
47:25.5,37.381145,-120.808983,-90,512
47:25.7,37.381164,-120.808983,-90,512
47:26.0,37.381164,-120.808983,-90.2,512
47:26.5,37.381164,-120.808983,-90.4,512
47:26.7,37.381183,-120.808984,-90.4,512
47:27.0,37.381183,-120.808984,-90,512
47:27.5,37.381183,-120.808984,-90.4,512
47:27.7,37.381199,-120.80898,-90.4,512
47:28.0,37.381199,-120.80898,-87.7,512
47:28.5,37.381199,-120.80898,-88.6,512
47:28.7,37.381214,-120.808969,-88.6,512
47:29.0,37.381214,-120.808969,-90.4,512
47:29.5,37.381214,-120.808969,-90.8,512
47:29.7,37.381226,-120.808957,-90.8,512
47:30.0,37.381226,-120.808957,-88,512
47:30.6,37.381226,-120.808957,-89.8,512
47:30.7,37.381235,-120.808946,-89.8,512
47:31.1,37.381235,-120.808946,-89,512
47:31.6,37.381235,-120.808946,-90.3,512
47:31.7,37.381242,-120.808934,-90.3,512
47:32.1,37.381242,-120.808934,-86.2,512
47:32.6,37.381242,-120.808934,-87.1,512
47:32.7,37.381246,-120.808923,-87.1,512
47:33.1,37.381246,-120.808923,-88.6,512
47:33.6,37.381246,-120.808923,-88,512
47:33.7,37.38125,-120.808912,-88,512
47:34.1,37.38125,-120.808912,-89.2,512
47:34.6,37.38125,-120.808912,-89.9,512
47:34.7,37.381251,-120.808896,-89.9,512
47:35.1,37.381251,-120.808896,-89.5,512
47:35.6,37.381251,-120.808896,-89,512
47:35.7,37.381247,-120.808877,-89,512
