Time,Lat,Long,SS-RSRP,PCI
51:23.3,37.380567,-120.808927,-80.3,512
51:23.8,37.380567,-120.808927,-80.9,512
51:24.3,37.380567,-120.808927,-80.3,512
51:24.8,37.380567,-120.808927,-78.7,512
51:25.3,37.380567,-120.808927,-78.5,512
51:25.8,37.380567,-120.808927,-78.8,512
51:26.9,37.380567,-120.808927,-78.6,512
51:27.4,37.380567,-120.808927,-78.4,512
51:28.4,37.380567,-120.808927,-78.6,512
51:29.4,37.380567,-120.808927,-79.1,512
51:29.9,37.380567,-120.808927,-78.8,512
51:30.4,37.380567,-120.808927,-78.4,512
51:30.9,37.380567,-120.808927,-79.2,512
51:31.4,37.380567,-120.808927,-80.4,512
51:31.9,37.380567,-120.808927,-80.9,512
51:32.4,37.380567,-120.808927,-78.2,512
51:32.9,37.380567,-120.808927,-81.1,512
51:33.4,37.380567,-120.808927,-84.2,512
51:33.7,37.380566,-120.808927,-84.2,512
51:33.9,37.380566,-120.808927,-83.1,512
51:34.4,37.380566,-120.808927,-83.9,512
51:34.9,37.380566,-120.808927,-85.3,512
51:35.4,37.380566,-120.808927,-86.6,512
51:35.9,37.380566,-120.808927,-84.6,512
51:36.5,37.380566,-120.808927,-87.8,512
51:37.0,37.380566,-120.808927,-89.1,512
51:37.5,37.380566,-120.808927,-87.9,512
51:38.0,37.380566,-120.808927,-88.5,512
51:38.5,37.380566,-120.808927,-90.7,512
51:39.0,37.380566,-120.808927,-90.8,512
51:39.5,37.380566,-120.808927,-88.8,512
51:40.0,37.380566,-120.808927,-85.1,512
51:40.5,37.380566,-120.808927,-86.5,512
51:41.0,37.380566,-120.808927,-85.2,512
51:41.5,37.380566,-120.808927,-86.6,512
51:42.0,37.380566,-120.808927,-84.2,512
51:42.5,37.380566,-120.808927,-79.8,512
51:42.7,37.380566,-120.808926,-79.8,512
51:43.0,37.380566,-120.808926,-79.6,512
51:43.5,37.380566,-120.808926,-80.8,512
51:43.7,37.380565,-120.808926,-80.8,512
51:44.0,37.380565,-120.808926,-81.2,512
51:44.5,37.380565,-120.808926,-81.4,512
51:45.0,37.380565,-120.808926,-81.3,512
51:45.5,37.380565,-120.808926,-80.9,512
51:46.0,37.380565,-120.808926,-80,512
51:46.5,37.380565,-120.808926,-83.6,512
51:47.0,37.380565,-120.808926,-83.7,512
51:47.5,37.380565,-120.808926,-84.7,512
51:48.0,37.380565,-120.808926,-87.9,512
51:48.5,37.380565,-120.808926,-85.1,512
51:49.0,37.380565,-120.808926,-86.1,512
51:49.5,37.380565,-120.808926,-82.6,512
51:49.7,37.380564,-120.808924,-82.6,512
51:50.0,37.380564,-120.808924,-84.4,512
51:50.6,37.380564,-120.808924,-83.9,512
51:50.7,37.380559,-120.808927,-83.9,512
51:51.1,37.380559,-120.808927,-85.8,512
51:51.6,37.380559,-120.808927,-84.5,512
51:51.7,37.380553,-120.808928,-84.5,512
51:52.6,37.380553,-120.808928,-85.3,512
51:52.7,37.380535,-120.808919,-85.3,512
51:53.1,37.380535,-120.808919,-86.2,512
51:53.6,37.380535,-120.808919,-82.8,512
51:53.7,37.380524,-120.808914,-82.8,512
51:54.1,37.380524,-120.808914,-85.7,512
51:54.6,37.380524,-120.808914,-83,512
51:54.7,37.380519,-120.808907,-83,512
51:55.1,37.380519,-120.808907,-83.1,512
51:55.6,37.380519,-120.808907,-83.4,512
51:55.7,37.380511,-120.808896,-83.4,512
51:56.1,37.380511,-120.808896,-85.2,512
51:56.6,37.380511,-120.808896,-85.6,512
51:56.7,37.380508,-120.808879,-85.6,512
51:57.1,37.380508,-120.808879,-84.4,512
51:57.6,37.380508,-120.808879,-83.4,512
51:57.7,37.380505,-120.808861,-83.4,512
51:58.1,37.380505,-120.808861,-82.3,512
51:58.6,37.380505,-120.808861,-82.7,512
51:58.7,37.380508,-120.808846,-82.7,512
51:59.1,37.380508,-120.808846,-81.9,512
51:59.6,37.380508,-120.808846,-84.2,512
51:59.7,37.380507,-120.808831,-84.2,512
52:00.2,37.380507,-120.808831,-85.1,512
52:00.7,37.380507,-120.808831,-82.3,512
52:00.7,37.380502,-120.808817,-82.3,512
52:01.2,37.380502,-120.808817,-83.2,512
52:01.7,37.380495,-120.808806,-83.2,512
52:01.7,37.380495,-120.808806,-83.1,512
52:02.2,37.380495,-120.808806,-83.6,512
52:02.7,37.380487,-120.808797,-83.6,512
52:02.7,37.380487,-120.808797,-82.7,512
52:03.2,37.380487,-120.808797,-80.1,512
52:03.7,37.380486,-120.808782,-80.1,512
52:03.7,37.380486,-120.808782,-81.8,512
52:04.2,37.380486,-120.808782,-83.2,512
52:04.7,37.380484,-120.808769,-83.2,512
52:04.7,37.380484,-120.808769,-79.8,512
52:05.2,37.380484,-120.808769,-81.1,512
52:05.7,37.380479,-120.808759,-81.1,512
52:05.7,37.380479,-120.808759,-83,512
52:06.2,37.380479,-120.808759,-79.1,512
52:06.7,37.380466,-120.808757,-79.1,512
52:06.7,37.380466,-120.808757,-79.5,512
52:07.2,37.380466,-120.808757,-79.4,512
52:07.7,37.380451,-120.808755,-79.4,512
52:07.7,37.380451,-120.808755,-81.1,512
52:08.2,37.380451,-120.808755,-75.9,512
52:08.7,37.380442,-120.808753,-75.9,512
52:08.7,37.380442,-120.808753,-73.5,512
52:09.2,37.380442,-120.808753,-75.8,512
52:09.7,37.380434,-120.808753,-75.8,512
52:09.7,37.380434,-120.808753,-78,512
52:10.2,37.380434,-120.808753,-77,512
52:10.7,37.380425,-120.808749,-77,512
52:10.7,37.380425,-120.808749,-75.3,512
52:11.2,37.380425,-120.808749,-76.2,512
52:11.7,37.380415,-120.808747,-76.2,512
52:11.7,37.380415,-120.808747,-77.9,512
52:12.2,37.380415,-120.808747,-77.3,512
52:12.7,37.380405,-120.808746,-77.3,512
52:12.7,37.380405,-120.808746,-77.1,512
52:13.2,37.380405,-120.808746,-77.4,512
52:13.7,37.380395,-120.808744,-77.4,512
52:13.8,37.380395,-120.808744,-76.2,512
52:14.3,37.380395,-120.808744,-74.2,512
52:14.7,37.380382,-120.80875,-74.2,512
52:14.8,37.380382,-120.80875,-75.5,512
52:15.7,37.380371,-120.808756,-75.5,512
52:15.8,37.380371,-120.808756,-77.7,512
52:16.3,37.380371,-120.808756,-79.3,512
52:16.7,37.380361,-120.808759,-79.3,512
52:16.8,37.380361,-120.808759,-75.1,512
52:17.3,37.380361,-120.808759,-74.5,512
52:17.7,37.38036,-120.808762,-74.5,512
52:17.8,37.38036,-120.808762,-77.7,512
52:18.3,37.38036,-120.808762,-76.4,512
52:18.7,37.380353,-120.808768,-76.4,512
52:18.8,37.380353,-120.808768,-77.4,512
52:19.3,37.380353,-120.808768,-81.1,512
52:19.7,37.380349,-120.808771,-81.1,512
52:19.8,37.380349,-120.808771,-80.9,512
52:20.3,37.380349,-120.808771,-77.9,512
52:20.7,37.380348,-120.808772,-77.9,512
52:20.8,37.380348,-120.808772,-77.1,512
52:21.3,37.380348,-120.808772,-79.6,512
52:21.7,37.380347,-120.808773,-79.6,512
52:21.8,37.380347,-120.808773,-74.4,512
52:22.3,37.380347,-120.808773,-74.1,512
52:22.8,37.380347,-120.808773,-77.6,512
52:23.3,37.380347,-120.808773,-78.8,512
52:23.8,37.380347,-120.808773,-77.8,512
52:24.3,37.380347,-120.808773,-77.9,512
52:24.7,37.380347,-120.808774,-77.9,512
52:24.8,37.380347,-120.808774,-73.7,512
52:25.3,37.380347,-120.808774,-75.7,512
52:25.9,37.380347,-120.808774,-77.3,512
52:26.4,37.380347,-120.808774,-78.4,512
52:26.7,37.380346,-120.808772,-78.4,512
52:26.9,37.380346,-120.808772,-75.1,512
52:27.4,37.380346,-120.808772,-78.2,512
52:27.7,37.380346,-120.808771,-78.2,512
52:27.9,37.380346,-120.808771,-76.6,512
52:28.4,37.380346,-120.808771,-76.1,512
52:28.9,37.380346,-120.808771,-75.2,512
52:29.4,37.380346,-120.808771,-78.1,512
52:29.7,37.380345,-120.808772,-78.1,512
52:29.9,37.380345,-120.808772,-76.1,512
52:30.4,37.380345,-120.808772,-74.7,512
52:30.9,37.380345,-120.808772,-71.5,512
52:31.4,37.380345,-120.808772,-70.7,512
52:31.9,37.380345,-120.808772,-71,512
52:32.4,37.380345,-120.808772,-71.6,512
52:32.9,37.380345,-120.808772,-72.5,512
52:33.4,37.380345,-120.808772,-75.6,512
52:33.9,37.380345,-120.808772,-76.3,512
52:34.4,37.380345,-120.808772,-77.3,512
52:34.9,37.380345,-120.808772,-76,512
52:35.4,37.380345,-120.808772,-78.2,512
52:35.9,37.380345,-120.808772,-76,512
52:36.4,37.380345,-120.808772,-74.8,512
52:37.0,37.380345,-120.808772,-77.6,512
52:37.7,37.380343,-120.808775,-77.6,512
52:38.0,37.380343,-120.808775,-78.5,512
52:38.5,37.380343,-120.808775,-79.7,512
52:38.7,37.380342,-120.808776,-79.7,512
52:39.0,37.380342,-120.808776,-78.5,512
52:39.5,37.380342,-120.808776,-78.8,512
52:39.7,37.380343,-120.808773,-78.8,512
52:40.0,37.380343,-120.808773,-80.4,512
52:40.5,37.380343,-120.808773,-77.1,512
52:40.7,37.380318,-120.808768,-77.1,512
52:41.0,37.380318,-120.808768,-78.4,512
52:41.5,37.380318,-120.808768,-78.7,512
52:41.7,37.380308,-120.808769,-78.7,512
52:42.0,37.380308,-120.808769,-76.4,512
52:42.5,37.380308,-120.808769,-76.9,512
52:42.7,37.380312,-120.808773,-76.9,512
52:43.0,37.380312,-120.808773,-77.2,512
52:43.5,37.380312,-120.808773,-76.6,512
52:43.7,37.380314,-120.808775,-76.6,512
52:44.0,37.380314,-120.808775,-73.6,512
52:44.5,37.380314,-120.808775,-71.1,512
52:45.0,37.380314,-120.808775,-72.3,512
52:45.5,37.380314,-120.808775,-73.3,512
52:46.1,37.380314,-120.808775,-79,512
52:46.6,37.380314,-120.808775,-78.5,512
52:46.7,37.380316,-120.808776,-78.5,512
52:47.1,37.380316,-120.808776,-79.3,512
52:47.6,37.380316,-120.808776,-79.2,512
52:47.7,37.380322,-120.808779,-79.2,512
52:48.1,37.380322,-120.808779,-82.1,512
52:48.6,37.380322,-120.808779,-79.3,512
52:48.7,37.380329,-120.80879,-79.3,512
52:49.1,37.380329,-120.80879,-76.1,512
52:49.6,37.380329,-120.80879,-77.3,512
52:49.7,37.380336,-120.808803,-77.3,512
52:50.1,37.380336,-120.808803,-78.3,512
52:50.6,37.380336,-120.808803,-80.4,512
52:50.7,37.38034,-120.808818,-80.4,512
52:51.1,37.38034,-120.808818,-77.4,512
52:51.6,37.38034,-120.808818,-77.7,512
52:51.7,37.380346,-120.80883,-77.7,512
52:52.1,37.380346,-120.80883,-77.5,512
52:52.6,37.380346,-120.80883,-77.7,512
52:52.7,37.380357,-120.808843,-77.7,512
52:53.1,37.380357,-120.808843,-77.4,512
52:53.6,37.380357,-120.808843,-78.2,512
52:53.7,37.380367,-120.808855,-78.2,512
52:54.1,37.380367,-120.808855,-77.8,512
52:54.6,37.380367,-120.808855,-79.8,512
52:54.7,37.38038,-120.808866,-79.8,512
52:55.1,37.38038,-120.808866,-77.6,512
52:55.6,37.38038,-120.808866,-77.9,512
52:55.7,37.380391,-120.808878,-77.9,512
52:56.1,37.380391,-120.808878,-77.8,512
52:56.6,37.380391,-120.808878,-75.4,512
52:56.7,37.380404,-120.80889,-75.4,512
52:57.1,37.380404,-120.80889,-79.1,512
52:57.6,37.380404,-120.80889,-80.9,512
52:57.7,37.380413,-120.808903,-80.9,512
52:58.1,37.380413,-120.808903,-80.6,512
52:58.6,37.380413,-120.808903,-78.9,512
52:58.7,37.380416,-120.808915,-78.9,512
52:59.1,37.380416,-120.808915,-82.5,512
52:59.6,37.380416,-120.808915,-78.7,512
52:59.7,37.38041,-120.808927,-78.7,512
53:00.1,37.38041,-120.808927,-79.4,512
53:00.6,37.38041,-120.808927,-75,512
53:00.7,37.380407,-120.808923,-75,512
53:01.1,37.380407,-120.808923,-74.2,512
53:01.6,37.380407,-120.808923,-75.1,512
53:01.7,37.380404,-120.808914,-75.1,512
53:02.2,37.380404,-120.808914,-75.7,512
53:02.2,37.380402,-120.808905,-75.7,512
53:02.7,37.380402,-120.808905,-72.7,512
53:02.7,37.380399,-120.808897,-72.7,512
53:03.2,37.380399,-120.808897,-74.8,512
53:03.7,37.380396,-120.808873,-74.8,512
53:03.7,37.380396,-120.808873,-73.9,512
53:04.2,37.380396,-120.808873,-77,512
53:04.7,37.380396,-120.808849,-77,512
53:04.7,37.380396,-120.808849,-75,512
53:05.2,37.380396,-120.808849,-75.3,512
53:05.7,37.380395,-120.808831,-75.3,512
53:05.7,37.380395,-120.808831,-74.7,512
53:06.2,37.380395,-120.808831,-74.3,512
53:06.7,37.380392,-120.808814,-74.3,512
53:07.2,37.380392,-120.808814,-74.6,512
53:07.7,37.380389,-120.808796,-74.6,512
53:07.7,37.380389,-120.808796,-71,512
53:08.2,37.380389,-120.808796,-75.1,512
53:08.7,37.380392,-120.808788,-75.1,512
53:08.7,37.380392,-120.808788,-75.7,512
53:09.2,37.380392,-120.808788,-76.4,512
53:09.7,37.380391,-120.808778,-76.4,512
53:09.7,37.380391,-120.808778,-75.8,512
53:10.2,37.380391,-120.808778,-75.6,512
53:10.7,37.380388,-120.80877,-75.6,512
53:10.7,37.380388,-120.80877,-77.5,512
53:11.2,37.380388,-120.80877,-73.9,512
53:11.7,37.380385,-120.808762,-73.9,512
53:11.7,37.380385,-120.808762,-75.4,512
53:12.2,37.380385,-120.808762,-75.9,512
53:12.7,37.380385,-120.808748,-75.9,512
53:12.7,37.380385,-120.808748,-75.8,512
53:13.2,37.380385,-120.808748,-76.8,512
53:13.7,37.38039,-120.808732,-76.8,512
53:13.7,37.38039,-120.808732,-74.3,512
53:14.2,37.38039,-120.808732,-76,512
53:14.7,37.380393,-120.808717,-76,512
53:14.7,37.380393,-120.808717,-77.1,512
53:15.2,37.380393,-120.808717,-79.2,512
53:15.7,37.380396,-120.808702,-79.2,512
53:15.8,37.380396,-120.808702,-76.1,512
53:16.7,37.380402,-120.808685,-76.1,512
53:16.8,37.380402,-120.808685,-76.9,512
53:17.3,37.380402,-120.808685,-75.7,512
53:17.7,37.380406,-120.808668,-75.7,512
53:17.8,37.380406,-120.808668,-77,512
53:18.3,37.380406,-120.808668,-75.6,512
53:18.7,37.38041,-120.808646,-75.6,512
53:18.8,37.38041,-120.808646,-74.8,512
53:19.3,37.38041,-120.808646,-73.6,512
53:19.7,37.380418,-120.808627,-73.6,512
53:19.8,37.380418,-120.808627,-75.9,512
53:20.3,37.380418,-120.808627,-77.1,512
53:20.7,37.38042,-120.80861,-77.1,512
53:20.8,37.38042,-120.80861,-76.2,512
53:21.3,37.38042,-120.80861,-77.1,512
53:21.7,37.380412,-120.808595,-77.1,512
53:21.8,37.380412,-120.808595,-74.9,512
53:22.3,37.380412,-120.808595,-73,512
53:22.7,37.380411,-120.808581,-73,512
53:22.8,37.380411,-120.808581,-75.4,512
53:23.3,37.380411,-120.808581,-76.1,512
53:23.7,37.380414,-120.808566,-76.1,512
53:23.8,37.380414,-120.808566,-75,512
53:24.3,37.380414,-120.808566,-74.9,512
53:24.7,37.380416,-120.80855,-74.9,512
53:24.8,37.380416,-120.80855,-77.5,512
53:25.7,37.380418,-120.808534,-77.5,512
53:25.8,37.380418,-120.808534,-77,512
53:26.3,37.380418,-120.808534,-77.1,512
53:26.7,37.380416,-120.80852,-77.1,512
53:26.9,37.380416,-120.80852,-77.9,512
53:27.4,37.380416,-120.80852,-78.2,512
53:27.7,37.380414,-120.808505,-78.2,512
53:27.9,37.380414,-120.808505,-78.4,512
53:28.4,37.380414,-120.808505,-77.6,512
53:28.7,37.380413,-120.808488,-77.6,512
53:28.9,37.380413,-120.808488,-77.1,512
53:29.4,37.380413,-120.808488,-77,512
53:29.7,37.380415,-120.808472,-77,512
53:29.9,37.380415,-120.808472,-75,512
53:30.4,37.380415,-120.808472,-75.4,512
53:30.7,37.380417,-120.808456,-75.4,512
53:30.9,37.380417,-120.808456,-79.2,512
53:31.4,37.380417,-120.808456,-77.8,512
53:31.7,37.380414,-120.808441,-77.8,512
53:31.9,37.380414,-120.808441,-76.7,512
53:32.4,37.380414,-120.808441,-78.3,512
53:32.7,37.380416,-120.80843,-78.3,512
53:32.9,37.380416,-120.80843,-76.3,512
53:33.4,37.380416,-120.80843,-77.8,512
53:33.7,37.380415,-120.808419,-77.8,512
53:33.9,37.380415,-120.808419,-77.3,512
53:34.4,37.380415,-120.808419,-78.4,512
53:34.7,37.380416,-120.808405,-78.4,512
53:34.9,37.380416,-120.808405,-78.1,512
53:35.4,37.380416,-120.808405,-78,512
53:35.7,37.380414,-120.808392,-78,512
53:35.9,37.380414,-120.808392,-76.4,512
53:36.4,37.380414,-120.808392,-79.2,512
53:36.7,37.380416,-120.808375,-79.2,512
53:36.9,37.380416,-120.808375,-77.2,512
53:37.4,37.380416,-120.808375,-78.6,512
53:37.7,37.380416,-120.808358,-78.6,512
53:37.9,37.380416,-120.808358,-78.1,512
53:38.4,37.380416,-120.808358,-80.9,512
53:38.7,37.380413,-120.808342,-80.9,512
53:38.9,37.380413,-120.808342,-76.7,512
53:39.4,37.380413,-120.808342,-77,512
53:39.7,37.380417,-120.808321,-77,512
53:39.9,37.380417,-120.808321,-78,512
53:40.4,37.380417,-120.808321,-80.1,512
53:40.7,37.38042,-120.808308,-80.1,512
53:41.0,37.38042,-120.808308,-80.7,512
53:41.5,37.38042,-120.808308,-80.6,512
53:41.7,37.38042,-120.808298,-80.6,512
53:42.0,37.38042,-120.808298,-81.5,512
53:42.5,37.38042,-120.808298,-81.4,512
53:42.7,37.380419,-120.808288,-81.4,512
53:43.0,37.380419,-120.808288,-79.6,512
53:43.5,37.380419,-120.808288,-79.4,512
53:43.7,37.380418,-120.808277,-79.4,512
53:44.0,37.380418,-120.808277,-80.1,512
53:44.5,37.380418,-120.808277,-81.7,512
53:44.7,37.380422,-120.808263,-81.7,512
53:45.0,37.380422,-120.808263,-81.1,512
53:45.5,37.380422,-120.808263,-82.3,512
53:45.7,37.380421,-120.80825,-82.3,512
53:46.0,37.380421,-120.80825,-80.8,512
53:46.5,37.380421,-120.80825,-80.7,512
53:46.7,37.380418,-120.808238,-80.7,512
53:47.0,37.380418,-120.808238,-82.4,512
53:47.5,37.380418,-120.808238,-84.2,512
53:47.7,37.380416,-120.808225,-84.2,512
53:48.0,37.380416,-120.808225,-82.8,512
53:48.5,37.380416,-120.808225,-80.6,512
53:48.7,37.380413,-120.808213,-80.6,512
53:49.0,37.380413,-120.808213,-81,512
53:49.5,37.380413,-120.808213,-82.6,512
53:49.7,37.380414,-120.808197,-82.6,512
53:50.0,37.380414,-120.808197,-85,512
53:50.5,37.380414,-120.808197,-83.4,512
53:50.7,37.380413,-120.808182,-83.4,512
53:51.0,37.380413,-120.808182,-81.5,512
53:51.5,37.380413,-120.808182,-79.7,512
53:51.7,37.380408,-120.808168,-79.7,512
53:52.0,37.380408,-120.808168,-80.3,512
53:52.5,37.380408,-120.808168,-82.4,512
53:52.7,37.380398,-120.808164,-82.4,512
53:53.0,37.380398,-120.808164,-84.8,512
53:53.5,37.380398,-120.808164,-81.9,512
53:53.7,37.380391,-120.808156,-81.9,512
53:54.1,37.380391,-120.808156,-81.7,512
53:54.6,37.380391,-120.808156,-82.8,512
53:54.8,37.38038,-120.808156,-82.8,512
53:55.1,37.38038,-120.808156,-82.5,512
53:55.6,37.38038,-120.808156,-82,512
53:55.7,37.380369,-120.808154,-82,512
53:56.1,37.380369,-120.808154,-81.9,512
53:56.6,37.380369,-120.808154,-80.3,512
53:56.7,37.380359,-120.808154,-80.3,512
53:57.1,37.380359,-120.808154,-79.7,512
53:57.6,37.380359,-120.808154,-77.5,512
53:57.7,37.380353,-120.808151,-77.5,512
53:58.1,37.380353,-120.808151,-80.1,512
53:58.6,37.380353,-120.808151,-79.9,512
53:58.7,37.380351,-120.808151,-79.9,512
53:59.1,37.380351,-120.808151,-79.3,512
53:59.6,37.380351,-120.808151,-79.5,512
54:00.1,37.380351,-120.808151,-77.7,512
54:00.6,37.380351,-120.808151,-77.1,512
54:01.1,37.380351,-120.808151,-77.9,512
54:01.6,37.380351,-120.808151,-78.9,512
54:02.1,37.380351,-120.808151,-79.6,512
54:02.6,37.380351,-120.808151,-78.2,512
54:03.1,37.380351,-120.808151,-76.9,512
54:03.6,37.380351,-120.808151,-79.6,512
54:04.1,37.380351,-120.808151,-79.4,512
54:04.6,37.380351,-120.808151,-82.5,512
54:05.1,37.380351,-120.808151,-81.9,512
54:05.6,37.380351,-120.808151,-80.7,512
54:05.7,37.380349,-120.808151,-80.7,512
54:06.1,37.380349,-120.808151,-79.5,512
54:06.6,37.380349,-120.808151,-79.4,512
54:06.7,37.380345,-120.808151,-79.4,512
54:07.1,37.380345,-120.808151,-78.9,512
54:07.7,37.380345,-120.808151,-77,512
54:07.7,37.380342,-120.808152,-77,512
54:08.2,37.380342,-120.808152,-77.9,512
54:08.7,37.380342,-120.808152,-82.1,512
54:08.7,37.380341,-120.808152,-82.1,512
54:09.2,37.380341,-120.808152,-80.1,512
54:09.7,37.380341,-120.808152,-81,512
54:10.2,37.380341,-120.808152,-81.5,512
54:10.7,37.380341,-120.808152,-80.8,512
54:11.2,37.380341,-120.808152,-80,512
54:11.7,37.380341,-120.808152,-81,512
54:12.2,37.380341,-120.808152,-81.1,512
54:12.7,37.380341,-120.808152,-85.6,512
54:13.2,37.380341,-120.808152,-87.1,512
54:13.7,37.380341,-120.808152,-85.1,512
54:14.2,37.380341,-120.808152,-79.8,512
54:14.7,37.38034,-120.808152,-79.8,512
54:14.7,37.38034,-120.808152,-79.1,512
54:15.2,37.38034,-120.808152,-80.1,512
54:15.7,37.38034,-120.808152,-83.1,512
54:16.2,37.38034,-120.808152,-82.5,512
54:16.7,37.38034,-120.808151,-82.5,512
54:16.7,37.38034,-120.808151,-78.7,512
54:17.2,37.38034,-120.808151,-82.4,512
54:17.7,37.38034,-120.808151,-82.8,512
54:18.2,37.38034,-120.808151,-83.3,512
54:18.7,37.38034,-120.808151,-81.3,512
54:19.3,37.38034,-120.808151,-81.4,512
54:19.8,37.38034,-120.808151,-82.2,512
54:20.3,37.38034,-120.808151,-80.6,512
54:20.8,37.38034,-120.808151,-80.9,512
54:21.3,37.38034,-120.808151,-80,512
54:21.8,37.38034,-120.808151,-79.6,512
54:22.3,37.38034,-120.808151,-80,512
54:22.8,37.38034,-120.808151,-79.6,512
54:23.3,37.38034,-120.808151,-80.6,512
54:23.7,37.380339,-120.808151,-80.6,512
54:23.8,37.380339,-120.808151,-80.3,512
54:24.3,37.380339,-120.808151,-80.9,512
54:24.8,37.380339,-120.808151,-81.6,512
54:25.3,37.380339,-120.808151,-84.4,512
54:26.3,37.380339,-120.808151,-85,512
54:26.8,37.380339,-120.808151,-82.5,512
54:27.3,37.380339,-120.808151,-82.7,512
54:27.8,37.380339,-120.808151,-81.7,512
54:28.3,37.380339,-120.808151,-81.1,512
54:28.8,37.380339,-120.808151,-82,512
54:29.3,37.380339,-120.808151,-83.2,512
54:29.8,37.380339,-120.808151,-80.9,512
54:30.3,37.380339,-120.808151,-78.8,512
54:30.7,37.380338,-120.808151,-78.8,512
54:30.8,37.380338,-120.808151,-78.6,512
54:31.3,37.380338,-120.808151,-78.4,512
54:31.7,37.380336,-120.808152,-78.4,512
54:31.8,37.380336,-120.808152,-78.5,512
54:32.3,37.380336,-120.808152,-81.5,512
54:32.7,37.380334,-120.808151,-81.5,512
54:32.9,37.380334,-120.808151,-80.6,512
54:33.4,37.380334,-120.808151,-76.8,512
54:33.7,37.380331,-120.80815,-76.8,512
54:33.9,37.380331,-120.80815,-81.7,512
54:34.4,37.380331,-120.80815,-76.5,512
54:34.7,37.380328,-120.808149,-76.5,512
54:34.9,37.380328,-120.808149,-74.8,512
54:35.4,37.380328,-120.808149,-78.1,512
54:35.7,37.380327,-120.808148,-78.1,512
54:35.9,37.380327,-120.808148,-76.7,512
54:36.4,37.380327,-120.808148,-77.1,512
54:36.9,37.380327,-120.808148,-79.3,512
54:37.4,37.380327,-120.808148,-77.4,512
54:37.9,37.380327,-120.808148,-78.9,512
54:38.4,37.380327,-120.808148,-77.4,512
54:38.9,37.380327,-120.808148,-81.8,512
54:39.4,37.380327,-120.808148,-76.7,512
54:39.9,37.380327,-120.808148,-78.4,512
54:40.4,37.380327,-120.808148,-79.5,512
54:40.7,37.380326,-120.808148,-79.5,512
54:40.9,37.380326,-120.808148,-80.7,512
54:41.4,37.380326,-120.808148,-83.7,512
54:41.9,37.380326,-120.808148,-84.9,512
54:42.4,37.380326,-120.808148,-78.7,512
54:42.7,37.380321,-120.808147,-78.7,512
54:43.0,37.380321,-120.808147,-80.4,512
54:43.5,37.380321,-120.808147,-79.7,512
54:43.7,37.380316,-120.808148,-79.7,512
54:44.0,37.380316,-120.808148,-80.5,512
54:44.5,37.380316,-120.808148,-81.5,512
54:44.7,37.38031,-120.808147,-81.5,512
54:45.0,37.38031,-120.808147,-79.4,512
54:45.5,37.38031,-120.808147,-76,512
54:45.7,37.380293,-120.808143,-76,512
54:46.0,37.380293,-120.808143,-79.9,512
54:46.5,37.380293,-120.808143,-79.6,512
54:46.7,37.380277,-120.808139,-79.6,512
54:47.0,37.380277,-120.808139,-80.7,512
54:47.5,37.380277,-120.808139,-80,512
54:47.7,37.380262,-120.808138,-80,512
54:48.0,37.380262,-120.808138,-82.9,512
54:48.5,37.380262,-120.808138,-78.7,512
54:48.7,37.380251,-120.808132,-78.7,512
54:49.0,37.380251,-120.808132,-80.3,512
54:49.5,37.380251,-120.808132,-79.9,512
54:49.7,37.380242,-120.80813,-79.9,512
54:50.0,37.380242,-120.80813,-82.2,512
54:50.5,37.380242,-120.80813,-81.9,512
54:50.7,37.380232,-120.808128,-81.9,512
54:51.0,37.380232,-120.808128,-81.7,512
54:51.5,37.380232,-120.808128,-80.1,512
54:51.7,37.380221,-120.808127,-80.1,512
54:52.0,37.380221,-120.808127,-83.1,512
54:52.6,37.380221,-120.808127,-81,512
54:52.7,37.380208,-120.80812,-81,512
54:53.1,37.380208,-120.80812,-81.9,512
54:53.6,37.380208,-120.80812,-82.8,512
54:53.7,37.380195,-120.808118,-82.8,512
54:54.1,37.380195,-120.808118,-81.9,512
54:54.7,37.380184,-120.808115,-81.9,512
54:55.1,37.380184,-120.808115,-82.5,512
54:55.6,37.380184,-120.808115,-83.1,512
54:55.7,37.380173,-120.808111,-83.1,512
54:56.1,37.380173,-120.808111,-81.9,512
54:56.6,37.380173,-120.808111,-81.8,512
54:56.7,37.380163,-120.808107,-81.8,512
54:57.1,37.380163,-120.808107,-81.6,512
54:57.6,37.380163,-120.808107,-81.9,512
54:57.7,37.380155,-120.808104,-81.9,512
54:58.1,37.380155,-120.808104,-80.5,512
54:58.6,37.380155,-120.808104,-81.6,512
54:58.7,37.380145,-120.808101,-81.6,512
54:59.1,37.380145,-120.808101,-79.7,512
54:59.6,37.380145,-120.808101,-82.4,512
54:59.7,37.380136,-120.808099,-82.4,512
55:00.1,37.380136,-120.808099,-80.5,512
55:00.6,37.380136,-120.808099,-79.1,512
55:00.7,37.380127,-120.8081,-79.1,512
55:01.1,37.380127,-120.8081,-80.6,512
55:01.6,37.380127,-120.8081,-83.7,512
55:01.7,37.380119,-120.808105,-83.7,512
55:02.1,37.380119,-120.808105,-82.5,512
55:02.6,37.380119,-120.808105,-82,512
55:02.7,37.380112,-120.808114,-82,512
55:03.1,37.380112,-120.808114,-81.1,512
55:03.7,37.380112,-120.808114,-80.4,512
55:03.7,37.380104,-120.80812,-80.4,512
55:04.2,37.380104,-120.80812,-82.5,512
55:04.7,37.380104,-120.80812,-82.3,512
